x,y
4.0658440222498,2
4.02341657550423,2.01899693659501
4.08961259537033,2.03882726073482
4.02922319675886,2.05710627560253
4.07931776038935,2.07740799549348
4.01633098969627,2.094792020157
4.08686772010563,2.11642733305422
4.05341077285192,2.13438268296635
4.06268739377581,2.15407724614595
4.08353107586141,2.17455567593865
4.03445692932754,2.19091184800417
4.04070763594009,2.21049390037616
4.07521023953973,2.2323057675269
4.06252312510375,2.25070901662278
4.06984503557014,2.27073633207916
4.0429308627189,2.28764165488132
4.06087171504198,2.30875322404637
4.05202607370084,2.32724506078842
4.03921929353666,2.34520068227361
3.98542289298169,2.3581041571278
4.06794574846965,2.38757167951055
3.99737565003527,2.39780568008969
3.9774877085255,2.41421996477965
4.05830664633508,2.44506847441446
4.04794643448343,2.46313532663634
4.04443726407465,2.48219149217363
3.99899346797151,2.4943293242719
3.97199103148498,2.50907952620093
3.98033241380304,2.52980478525703
4.00097770562131,2.55294840425574
4.03598966386929,2.57914600221318
4.03441591714909,2.59862935801252
4.01302570279621,2.61410236435549
4.01460814984574,2.63417863091653
3.95395171225227,2.64082594147993
3.98168079111198,2.66648462035925
4.01948550226177,2.69488315835922
3.93070519701107,2.69386961595082
3.92619319374088,2.71224696762569
3.97341117630859,2.74355993003464
3.9059363456312,2.74611763956456
3.95137018749529,2.7775817658444
3.90865337748564,2.78590424526355
3.97228287216501,2.82316978328408
3.90999169934127,2.82563931385156
3.97183751768071,2.86339861272976
3.91453956655719,2.86664687982866
3.87133856604288,2.87347427950313
3.92593150490837,2.91020587850465
3.9536846604163,2.93923403004142
3.86085452514079,2.92954798327528
3.90097589949641,2.96277738247018
3.86315385363122,2.97023817735892
3.84864944928009,2.98531984807008
3.87337591899794,3.01413071309219
3.828299110053,3.01825033520009
3.90691070273877,3.06723134979177
3.89070790429963,3.08194165035184
3.82287755944645,3.07682321356165
3.8182906382477,3.095407057256
3.82470225923748,3.11837874094632
3.79348693887551,3.12637405365129
3.79057620904743,3.1456368190967
3.78002702960775,3.1617704462214
3.84592327998465,3.21036827057574
3.78928562004485,3.20703167205848
3.80821309285406,3.2362283972936
3.82115456232602,3.26314542337627
3.77671051752274,3.26424951710035
3.79496534332133,3.29382391629323
3.76515108853994,3.30118133442207
3.75256215334883,3.31644482489793
3.72698674970936,3.32533015753487
3.751752416307,3.35880578973872
3.71310628885772,3.36099233099119
3.72366554092799,3.38777690901382
3.72096047951736,3.4080028351541
3.7229658849676,3.43080175853059
3.69813313691748,3.43945880793168
3.66249167977098,3.44200697764856
3.69500683273794,3.48159254398898
3.67757863170537,3.49399589751272
3.68406274496604,3.51980670034248
3.68661427261723,3.54362408118837
3.66124805284359,3.55137161239937
3.60939706605281,3.54319312301025
3.57644508899599,3.54563732896652
3.62865478135476,3.59950420367892
3.56840071948385,3.58503835959383
3.56490057473409,3.60521866101116
3.53360584683043,3.60787516276927
3.57006219313725,3.65375376840382
3.54425938638705,3.65984764555171
3.51668497885265,3.66449439322218
3.5492453570331,3.70914951681309
3.50641429467796,3.70335739572307
3.51718831486494,3.73389951319432
3.49056603679731,3.73873570683347
3.46653859434818,3.74511437834389
3.44421746907254,3.75247013181358
3.4410935201221,3.77355825720701
3.47830463649872,3.8244944973904
3.45176640919717,3.82882202114172
3.43275163551242,3.83854105261887
3.41882732546616,3.85201032474286
3.44477889111853,3.89636489488724
3.36373064557352,3.85740199452669
3.35506893383927,3.87464900453185
3.38991301752518,3.92703969391585
3.37329877320768,3.9383758004145
3.34082228071888,3.93649660334604
3.33432264184558,3.95595380098282
3.31055491281687,3.96088007853654
3.29213529124915,3.97015574710093
3.29590616450814,3.99861653907781
3.25849868131401,3.99113442827418
3.27814081046054,4.03403287881405
3.26117074341781,4.04455871225592
3.27739342694128,4.08538460132321
3.25268197894686,4.08892949865668
3.2410368420344,4.10447367251015
3.23821650573654,4.12844716459779
3.18133124124374,4.10060900846957
3.15645571371678,4.10292790297995
3.13887414824755,4.1121637379648
3.19026565377663,4.19026565377663
3.1378211847419,4.1648560589466
3.1381811924161,4.19260633843585
3.10520757077182,4.18610651716337
3.11142748802318,4.22031908189385
3.10164174313105,4.23802114354623
3.07543120016769,4.23812554045904
3.05398238122217,4.24309989202014
3.03139714330698,4.24661476394585
2.9991414595571,4.23906200943815
3.04203590624994,4.31623507482554
2.98478421535096,4.2800163143578
2.96061686979493,4.28103748979657
3.00454632285588,4.3620079600688
2.98644240494736,4.37070910379419
2.95825192041584,4.3671199415736
2.92045320857416,4.35135480072396
2.90717012141235,4.3652707903159
2.86998162350683,4.34920543404393
2.88968343826492,4.40481202594905
2.88918909131109,4.43552790089134
2.83198830612221,4.39267746814432
2.81631557161821,4.40334295019783
2.81213205660499,4.42939140826827
2.77941249366514,4.41706743407647
2.81311162099104,4.49553405492825
2.75101964630274,4.44219443771819
2.78475349846702,4.52256438889952
2.7247246535346,4.4704965959106
2.71152785486146,4.48471026379502
2.7402608818455,4.5607161255051
2.67646295446116,4.50049241500354
2.68784263623413,4.55198709384328
2.67123525225289,4.56171461808595
2.64795042931964,4.56104335208657
2.62013866527051,4.55293003465247
2.60680234982027,4.56743107380898
2.62685997603876,4.63616858713008
2.59327192210324,4.61841253458543
2.57295961605262,4.62198900221799
2.57772852445533,4.6677932407519
2.53751996254789,4.63748670778526
2.53466149392131,4.67101525782813
2.48175877240908,4.61686799851164
2.48653493175326,4.66420689318677
2.48063832617772,4.69327111698281
2.46652463617721,4.70776057434072
2.45297787409696,4.72347338298754
2.40095261200706,4.66615982696942
2.41642124426787,4.73722902523834
2.38251639683522,4.71334120446192
2.38737150857271,4.76569256062546
2.37054733504685,4.77553052051939
2.33658548246111,4.75014559942168
2.30514047654859,4.72892582553154
2.31859417423279,4.80215525673957
2.27806365920286,4.76091946442337
2.2555692211075,4.75764571357973
2.26149528074779,4.81746907424313
2.23102598383494,4.79639530447368
2.2101745802581,4.79654845237085
2.20663612105874,4.8371479250344
2.18214056052847,4.82877114128147
2.14192448545164,4.78153359643472
2.1374869723824,4.82104775957047
2.10852648141248,4.79981829216539
2.09785238812523,4.82458204658812
2.09437054598095,4.86887765518247
2.05476882340367,4.81810814292091
2.06684124458986,4.9058481393247
2.02574590037999,4.84911884327066
2.00126844859457,4.83693276567054
1.9964902337287,4.88094405190786
1.96560530077932,4.84948232560664
1.94990533215462,4.86219070530467
1.9577304246381,4.94759116096056
1.93397868813128,4.93715776478779
1.91937180541762,4.95539612929691
1.89816666444125,4.95250889792803
1.88182164734587,4.96557241669677
1.85847967639367,4.95490642775869
1.82741390157703,4.91624628952883
1.82421112134918,4.97604291214449
1.80145166267231,4.96619479990411
1.78701016879826,4.98715640139075
1.74931109016611,4.91837401454414
1.74464810872587,4.97776267852329
1.7169418732633,4.945481729244
1.70108909601117,4.96119819922097
1.68547170165787,4.97858976788824
1.67337414707631,5.01250276185907
1.65514959350022,5.01997802871715
1.62572485708177,4.97442260234094
1.60965235206447,4.99119220696741
1.59942986613245,5.03847364426926
1.57737191879386,5.02668959289698
1.55520893006488,5.01324609721808
1.52987762366868,4.98074215468355
1.51524411627628,5.00797972376937
1.49978417428861,5.03208691148302
1.47289677882489,4.98575275359058
1.46268423218228,5.04497773040537
1.44376108644666,5.04932287520518
1.42320704730799,5.04208847632739
1.40634629681296,5.0617272615981
1.38817519964106,5.07272310222482
1.36570758468415,5.04881072649335
1.34654284700135,5.05103599363351
1.32966723842828,5.0746163285215
1.30678224733926,5.04133213979566
1.28840013778042,5.05095477366273
1.26964394669969,5.05745861588151
1.25196156280569,5.07782353871507
1.22994426290508,5.04394918532204
1.2100728417564,5.03462519764617
1.19321970173447,5.07113921393677
1.17326638478309,5.06075571022171
1.1513030022554,5.00754205594454
1.13228647916556,5.00578133782238
1.11339909638494,5.00657930519453
1.09636169262564,5.06627877752696
1.07779108744348,5.09455729524589
1.05841021608298,5.09839119465249
1.03779009124309,5.00708161418505
1.01915242617451,5.04816318502214
1,5.09597872588783
0.98059396720218,5.08852540156951
0.962148664657994,5.01195500818269
0.943012648293655,5.02291483535438
0.923595066873688,5.03941558048768
0.903091719056022,5.08367149983067
0.88517978017757,5.04425791510848
0.867202858292548,5.01738448840914
0.845918898083904,5.06276403727068
0.829437937489065,5.01298377888517
0.811070886103773,5.00294227313532
0.788415112191776,5.05646758817366
0.767355160087552,5.07969880167531
0.748739014720533,5.06926566990016
0.73152481066076,5.04420622395758
0.713417678932953,5.03172428153475
0.694490064641507,5.0287188828275
0.677464175900403,5.00810573728116
0.657666101709683,5.01397952536748
0.631190583039071,5.07466990993194
0.615573454943444,5.04304944570397
0.603916274291585,4.98440111399612
0.578035639389511,5.03315582053588
0.556651136737153,5.04649026634766
0.546429731783545,4.98499769352199
0.519576693820221,5.03327337707777
0.504546437168741,5.00581399010201
0.49100161687898,4.97151732061399
0.462674793894293,5.02263734317411
0.446653293768715,5.00313938171898
0.426047418618793,5.00876479845409
0.406576566158826,5.00802740319208
0.392426519191243,4.98099245381578
0.36692880851305,5.00934386661839
0.345013384284753,5.01922676620447
0.327539696640382,5.00841446008452
0.313640420651048,4.98244787523155
0.300565721147705,4.95420872866898
0.289802950686689,4.91777131581644
0.265641619095195,4.93661523301355
0.240579180533487,4.95774881050218
0.232671414136947,4.91245347024035
0.193784376915266,4.98382634932926
0.188041595387771,4.93180107912987
0.156203823350485,4.97398613267518
0.149956599142654,4.92586857689967
0.120031929730632,4.95933882392112
0.116571011338449,4.90406230043445
0.0874301907080018,4.93353055445253
0.0846039951416341,4.87871930879386
0.0630074425343327,4.88376656856782
0.0426202042075482,4.88471225521828
0.027114839664263,4.87096504853925
-0.0115674427988475,4.92453363695325
-0.00445339270876244,4.84595679147209
-0.0333499853812123,4.87024000188779
-0.0565447729997728,4.87780274553871
-0.0741723295692427,4.86995000391748
-0.092539406503878,4.86407734769193
-0.0997400495067908,4.82943866894106
-0.111028707898323,4.80613819485033
-0.132499432224078,4.80867830890333
-0.139964198908139,4.77675867221788
-0.180024770431247,4.82370821884409
-0.175536130386727,4.76402291869341
-0.227626475769758,4.83687740340009
-0.226049130673689,4.78508989825647
-0.25210966893398,4.79650691018922
-0.25430866900908,4.75487712381781
-0.279569416446328,4.76417225582562
-0.31611151199793,4.79687933093308
-0.329174116037463,4.77917790234716
-0.336617757401386,4.75021200803238
-0.364532508652923,4.76334974149406
-0.355386419332825,4.70193103545712
-0.384300828020106,4.71684334785174
-0.391947192432063,4.68993300696605
-0.400211264905608,4.6647489656435
-0.451954888882004,4.72155589129425
-0.429159389803646,4.63877016089318
-0.46018878959536,4.65607354802948
-0.469944643327167,4.63447334314323
-0.498070940417247,4.64567618999447
-0.525599079991883,4.65524249883592
-0.516588453693665,4.60158045764108
-0.556840554513003,4.63247361246262
-0.54995598179531,4.58364391349595
-0.599465988547003,4.62859197790042
-0.587478236033114,4.57235430228782
-0.633065438191113,4.6093955812576
-0.614244523698984,4.54364235368479
-0.645463617733527,4.55717865314466
-0.642838535014021,4.51818736149032
-0.662812064365298,4.51414132849201
-0.671294057917774,4.49278285806625
-0.692042973832441,4.48976562844157
-0.704859375454151,4.47502929998238
-0.742603691452473,4.49610654021315
-0.775647821370861,4.50969445655351
-0.766930855766104,4.46438623169996
-0.816363569426504,4.50000997796113
-0.817339094955755,4.46858508565592
-0.801509878445153,4.41515103971205
-0.837725683298983,4.4316727414384
-0.852536080795543,4.41951399178209
-0.860704590422732,4.3988059036198
-0.913621613952696,4.43527575950756
-0.915708998218376,4.40665145159114
-0.912008444479075,4.37127127453875
-0.949470178310044,4.38688245158592
-0.961325618831844,4.37083540470632
-0.976264582372351,4.35856243567268
-1.00499464978692,4.36253623510428
-0.966791607112626,4.28822135500159
-0.995624446720079,4.29246900527596
-0.990546871011249,4.25783222841928
-1.04845138378267,4.29428970605459
-1.04713268430748,4.26401741652261
-1.0847349387625,4.2766839476229
-1.10680877718422,4.27196282521834
-1.07457832593139,4.209201531399
-1.13597572504298,4.24613333286438
-1.10822153416377,4.1892363011833
-1.12052065962842,4.17449627542166
-1.11769734178781,4.14447772999215
-1.14995790674104,4.14995790674104
-1.16846291420241,4.14138299733646
-1.16159371930048,4.10793837235288
-1.22194429960554,4.13971914206288
-1.18983598358344,4.08243937896374
-1.224534936181,4.08897735144868
-1.25468104600797,4.09078324907186
-1.27692582869688,4.08495642665347
-1.27318385612698,4.05542101193954
-1.25489516566188,4.01327805734183
-1.27627642604813,4.00680761856206
-1.26314946524338,3.97010140116486
-1.29030214883674,3.96858010884221
-1.29541549981604,3.94803183451109
-1.33521338713532,3.95670016594709
-1.31299542779723,3.91347622857925
-1.39132780242544,3.95310088869045
-1.35383909881181,3.89795249586053
-1.34758792820598,3.86869407915287
-1.36270637503822,3.85659713034355
-1.42032372852323,3.87739552632268
-1.39033054302489,3.83019134876737
-1.4576720665815,3.85737455576019
-1.41704391822356,3.80292181470964
-1.49444314745142,3.83637545181208
-1.49099870638512,3.80981649739513
-1.4754532104849,3.77486572654394
-1.52828459145416,3.78880063064975
-1.4748985420033,3.72779777857439
-1.53916441747063,3.74903717825692
-1.49031707304427,3.69241773519744
-1.54066400127812,3.70339612002774
-1.52795876114983,3.67195068893728
-1.53789943889761,3.65569848374743
-1.55946079667738,3.64693210494655
-1.57752191285253,3.63574514573912
-1.61241269865888,3.63495367245747
-1.5686815012575,3.58521163858356
-1.59704777446704,3.58027172753134
-1.612457070428,3.56724130687744
-1.61780302799519,3.5481643950449
-1.65625158369377,3.54845892622832
-1.64198748155686,3.51798326253827
-1.66397855396646,3.50843435515071
-1.69422928299472,3.50328638273793
-1.71098370127227,3.49037590179321
-1.69359819526688,3.45885428377771
-1.71111312950262,3.4463836569682
-1.67105321207095,3.40352387595388
-1.72108846473831,3.40806906307447
-1.74224621632408,3.39724423599692
-1.75343423321804,3.38122228778442
-1.75658505564783,3.36119213026744
-1.75063127345371,3.33682152264043
-1.79287052568974,3.33572277221102
-1.77949185018748,3.30792958461878
-1.75632214433981,3.27593550305625
-1.76839014833085,3.26046121339834
-1.80100403963963,3.25412321635158
-1.7966721979568,3.23114787757148
-1.77629208564877,3.20140886762593
-1.83424218984041,3.2054003148421
-1.78140787132785,3.16234749856091
-1.82697348158419,3.16057927270095
-1.79174726780209,3.12567259328944
-1.84331829014816,3.1257493489965
-1.80430584638168,3.08997147886093
-1.88893940508537,3.10202336036811
-1.88130807257329,3.07842345695849
-1.86195005399023,3.05072468042411
-1.85886280927102,3.02925394399914
-1.84580027571907,3.00439815196175
-1.85727726529186,2.98830412483465
-1.92229357340836,2.99027887962622
-1.92249839416419,2.96992027913611
-1.86136554810636,2.92971402470202
-1.93438555322272,2.93309716022978
-1.90520473224554,2.90375814372737
-1.94803890787458,2.89680687309254
-1.96808260267341,2.88256805850097
-1.88697774284856,2.83874456908479
-1.94296046213784,2.83499339781684
-1.96535001368659,2.8212497373609
-1.97404645946841,2.80357314357193
-1.91783071683085,2.76874530034941
-1.97628192425493,2.76417931429995
-1.96135395091064,2.74054478374585
-1.96806497857153,2.72243872524391
-1.93355431901272,2.69454417004487
-1.94452606551228,2.67763252075282
-1.93788918029938,2.65669603561391
-1.97064576945546,2.64444752570555
-1.93712721609103,2.6178790821698
-1.96396443750564,2.60410290136211
-2.0371396960232,2.5991667049166
-1.95821985004902,2.56431061680233
-2.03192947865241,2.55865145678904
-1.95798534968373,2.5258322144619
-1.96043954999181,2.50710084501947
-2.01874645912227,2.49758524425712
-2.01550522801429,2.47760910783476
-2.00753120664472,2.45699423454417
-2.04524892874164,2.44316821419837
-2.04712080839495,2.42390713161256
-2.00125936228103,2.39832111858375
-2.03246841865022,2.38308985048554
-2.06312593005034,2.36742470620685
-1.98753716447149,2.33933052138967
-2.08143870461951,2.33039874885021
-2.05102851365195,2.30776033037194
-1.98993847097275,2.28263239902055
-1.99382965972784,2.26403237021831
-2.01554606141625,2.24686330739552
-2.07148702360606,2.23202451048501
-2.07877682644451,2.21312925153545
-2.03702945145731,2.19107369737797
-2.04817834881223,2.17255439266485
-2.0348508064354,2.15267684702973
